model,n_customers,n_facilities,n_price_levels,lambda_budget,fixed_cost,objective_mean,objective_std,runtime_mean,runtime_std,gap_mean,gap_std,gap_percent_mean,gap_percent_std,opened_facilities_mean,served_customers_mean,service_rate_mean,served_demand_mean,revenue_mean,opening_cost_mean,lazy_mean,lazy_std,nodes_mean,nodes_std,best_bound_mean,num_vars_mean,num_constraints_mean,base_constraints_mean,effective_constraints_mean,optimal_cases,total_cases,optimal_rate
MILP-3,5,3,10,1.0,100,1520.1569856790109,649.1326192102712,0.0020666122436523203,0.0019293698806611007,0.0,0.0,0.0,0.0,2.2,3.6,0.72,200.85695098783353,1740.1569856790109,220.0,0.0,0.0,1.0,0.0,1520.1569856790109,183.0,427.4,427.4,427.4,5,5,100.0
MILP-3,5,3,10,1.0,200,1318.389903781838,646.9375535017316,0.0028992652893066197,0.0027101633493364498,0.0,0.0,0.0,0.0,2.0,3.6,0.72,200.85695098783353,1718.389903781838,400.0,0.0,0.0,0.8,0.4472135954999579,1318.389903781838,183.0,427.4,427.4,427.4,5,5,100.0
MILP-3,5,3,10,1.5,50,4346.602229576478,1115.9611584093154,0.009523200988769501,0.0014804578718217813,0.0,0.0,0.0,0.0,2.0,4.8,0.96,258.15234331175054,4446.602229576478,100.0,0.0,0.0,1.0,0.0,4346.602229576478,183.0,362.8,362.8,362.8,5,5,100.0
MILP-3,5,3,10,1.5,100,4246.602229576478,1112.9869771561528,0.01025886535644524,0.0027235240098199037,0.0,0.0,0.0,0.0,2.0,4.8,0.96,258.15234331175054,4446.602229576478,200.0,0.0,0.0,1.0,0.0,4246.602229576478,183.0,362.8,362.8,362.8,5,5,100.0
MILP-3,5,3,10,1.5,200,4064.8351476793055,1105.2444753844572,0.01175017356872554,0.003990924667996631,0.0,0.0,0.0,0.0,1.8,4.8,0.96,258.15234331175054,4424.835147679305,360.0,0.0,0.0,1.0,0.0,4064.8351476793055,183.0,362.8,362.8,362.8,5,5,100.0
MILP-3,10,4,10,0.5,50,612.5757048622911,189.6183874220213,0.0008190631866454599,0.000519598754400908,0.0,0.0,0.0,0.0,1.8,2.4,0.24,174.38011372056408,702.5757048622911,90.0,0.0,0.0,0.0,0.0,612.5757048622911,444.0,1196.4,1196.4,1196.4,5,5,100.0
MILP-3,10,4,10,0.5,100,522.5757048622911,170.53682752333924,0.0009107589721679399,0.0009059062560874603,0.0,0.0,0.0,0.0,1.8,2.4,0.24,174.38011372056408,702.5757048622911,180.0,0.0,0.0,0.0,0.0,522.5757048622911,444.0,1196.4,1196.4,1196.4,5,5,100.0
MILP-3,10,4,10,0.5,200,342.57570486229116,135.41847336357011,0.00117955207824702,0.0005209332089521949,0.0,0.0,0.0,0.0,1.8,2.4,0.24,174.38011372056408,702.5757048622911,360.0,0.0,0.0,0.0,0.0,342.57570486229116,444.0,1196.4,1196.4,1196.4,5,5,100.0
MILP-3,10,4,10,1.0,50,4590.770038480482,584.3796881634993,0.00324625968933102,0.002964115540173721,0.0,0.0,0.0,0.0,3.2,6.4,0.64,389.72110959963106,4750.770038480482,160.0,0.0,0.0,1.0,0.0,4590.770038480482,444.0,1133.2,1133.2,1133.2,5,5,100.0
MILP-3,10,4,10,1.0,100,4430.770038480482,578.2068717933696,0.0058469772338867,0.007223171719200832,0.0,0.0,0.0,0.0,3.2,6.4,0.64,389.72110959963106,4750.770038480482,320.0,0.0,0.0,1.0,0.0,4430.770038480482,444.0,1133.2,1133.2,1133.2,5,5,100.0
MILP-3,10,4,10,1.0,200,4110.770038480482,568.3047772903948,0.0030144691467285,0.0034767730721187388,0.0,0.0,0.0,0.0,3.2,6.4,0.64,389.72110959963106,4750.770038480482,640.0,0.0,0.0,1.0,0.0,4110.770038480482,444.0,1133.2,1133.2,1133.2,5,5,100.0
MILP-3,10,4,10,1.5,50,9709.313182591743,1683.8288384374123,0.03225054740905756,0.00834378523191716,0.0,0.0,0.0,0.0,3.4,9.4,0.9400000000000001,514.0415001059035,9879.313182591743,170.0,0.0,0.0,1.0,0.0,9709.313182591743,444.0,959.6,959.6,959.6,5,5,100.0
MILP-3,10,4,10,1.5,100,9539.313182591743,1681.0672970466005,0.03413095474243162,0.011299040832962603,0.0,0.0,0.0,0.0,3.4,9.4,0.9400000000000001,514.0415001059035,9879.313182591743,340.0,0.0,0.0,1.0,0.0,9539.313182591743,444.0,959.6,959.6,959.6,5,5,100.0
MILP-3,10,4,10,1.5,200,9199.313182591743,1679.1076967519766,0.03278846740722652,0.006504443002077984,0.0,0.0,0.0,0.0,3.4,9.4,0.9400000000000001,514.0415001059035,9879.313182591743,680.0,0.0,0.0,1.0,0.0,9199.313182591743,444.0,959.6,959.6,959.6,5,5,100.0
MILP-3,15,5,10,1.5,50,15283.266091992928,3691.6799771472797,0.05135116577148432,0.009565210394227787,0.0,0.0,0.0,0.0,3.4,14.4,0.96,809.1073180146731,15453.26609199293,170.0,0.0,0.0,1.0,0.0,15283.26609199293,805.0,1824.8,1824.8,1824.8,5,5,100.0
MILP-3,15,5,10,1.5,100,15113.266091992928,3656.3058188762025,0.05206694602966304,0.007898456792459804,0.0,0.0,0.0,0.0,3.4,14.4,0.96,809.1073180146731,15453.26609199293,340.0,0.0,0.0,1.0,0.0,15113.26609199293,805.0,1824.8,1824.8,1824.8,5,5,100.0
MILP-3,15,5,10,1.5,200,14788.47882291108,3589.982436584141,0.0501501083374023,0.00636479568522283,0.0,0.0,0.0,0.0,3.2,14.4,0.96,809.1073180146731,15428.47882291108,640.0,0.0,0.0,1.0,0.0,14788.478822911082,805.0,1824.8,1824.8,1824.8,5,5,100.0
